                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7282,                  1.675,                 1.6669,                0.90027,                0.78715,                0.88898,                0.57943,                 1.1802,                 1.5143,                 1.4757,             0.00025005,             0.00025005,             0.00025005
                      2,                  1.682,                 1.6301,                 1.7747,                0.51713,                0.75169,                0.73527,                0.38297,                 1.6478,                 2.0844,                 1.8628,             0.00050398,             0.00050398,             0.00050398
